"command","watt-median","L1-dcache-loads:u","L1-dcache-loads:u-square","L1-dcache-stores:u","L1-dcache-stores:u-square","L1-icache-load-misses:u","L1-icache-load-misses:u-square","LLC-loads:u","LLC-loads:u-square","LLC-load-misses:u","LLC-load-misses:u-square","LLC-stores:u","LLC-stores:u-square","LLC-store-misses:u","LLC-store-misses:u-square","dTLB-loads:u","dTLB-loads:u-square","dTLB-load-misses:u","dTLB-load-misses:u-square","dTLB-stores:u","dTLB-stores:u-square","dTLB-store-misses:u","dTLB-store-misses:u-square","iTLB-load-misses:u","iTLB-load-misses:u-square","branch-loads:u","branch-loads:u-square","branch-load-misses:u","branch-load-misses:u-square","L1-dcache-load-misses:u","L1-dcache-load-misses:u-square","node-loads:u","node-loads:u-square","branch-instructions:u","branch-instructions:u-square","branch-misses:u","branch-misses:u-square","bus-cycles:u","bus-cycles:u-square","cache-misses:u","cache-misses:u-square","cache-references:u","cache-references:u-square","cpu-cycles:u","cpu-cycles:u-square","instructions:u","instructions:u-square","mem-stores:u","mem-stores:u-square","ref-cycles:u","ref-cycles:u-square","mem-loads-aux:u","mem-loads-aux:u-square","slots:u","slots:u-square","topdown-br-mispredict:u","topdown-br-mispredict:u-square","topdown-fetch-lat:u","topdown-fetch-lat:u-square"
"stress-ng --cpu 1 --cpu-method int128double --timeout 10s",9.695,1566177886.59057,"2.4529131724453043e+18",801628342.293398,"6.426079991680613e+17",82682.1444619373,6836337012.82467,207.446186143722,43033.9201455758,18.7342263418737,350.971236628554,6.05110630020163,36.6158874563399,2.18498336541854,4.77415230715573,1565353857.07204,"2.4503326978503127e+18",84.3659487099753,7117.61330173418,801206435.228147,"6.41931751850995e+17",64.5133238171232,4161.96894993299,11775.2404024324,138656286.535076,1047944053.62133,"1.098186739520305e+18",217946.011485394,47500463922.3915,11410.264981434,130194146.946539,5.56895104090827,31.0132156960333,1046035517.89525,"1.0941903046983837e+18",240899.746787381,58032688002.2243,3468274572.46312,"1.2028928509994238e+19",1086.65349161753,1180815.81084457,2473.17454182056,6116592.31430934,2871539380.58608,"8.245738414256688e+18",10271777863.5276,"1.0550942047765561e+20",801245552.24939,"6.4199443499943e+17",3460423282.60579,"1.1974529294800232e+19",499.323757483867,249324.214787808,17230268119.3251,"2.968821394638309e+20",135332556.805378,"1.831490093148086e+16",527812.626926524,278586169143.078
"stress-ng --cpu 1 --cpu-method int128longdouble --timeout 10s",9.595,1228407268.6894,"1.5089844177689516e+18",537103579.309843,"2.8848025490744474e+17",78442.8831266953,6153285913.22838,221.02795038581,48853.3548517521,31.7093219703043,1005.48109981642,8.94757413911104,80.0590829748887,3.9781178592287,15.8254217019143,1226987474.94997,"1.5054982636841032e+18",240.883605214936,58024.9112613452,536482623.151431,"2.8781360494344035e+17",113.748055567462,12938.6201453784,97589.4991556415,9523710345.44895,1083213192.26981,"1.1733508199073523e+18",9481550.5662126,89899801139646.5,21986.4872452748,483405621.386631,6.26412580537556,39.239272105572,1081848366.94626,"1.1703958890642895e+18",9666996.06004508,93450812824927.1,3468697265.63259,"1.2031860720607005e+19",1000.54501681606,1001090.33067545,2529.24537058566,6397082.14462899,2871947864.45327,"8.248084536137698e+18",7056338868.69229,"4.979191822981759e+19",536782897.157822,"2.8813587868114493e+17",3465017432.51606,"1.2006345807640187e+19",535.893860552592,287182.229777961,17170934047.5146,"2.9484097606409614e+20",1885441392.26425,"3.5548892436633533e+18",1212430542.70088,"1.4699878208739505e+18"
"stress-ng --cpu 1 --cpu-method int64float --timeout 10s",9.525,969184299.068068,"9.393182055600623e+17",521856986.38298,"2.7233471423672576e+17",38054.6820025514,1448158822.31531,199.202339976345,39681.5722520513,13.2171635957662,174.693413517247,12.9291107609364,167.161905068561,1.79053764744504,3.20602506691802,848091185.805268,"7.192586594405857e+17",81.4648383489051,6636.51988721324,456654967.080503,"2.0853375895929526e+17",59.8290333417332,3579.51323060622,408.42829201059,166813.669714688,1073260900.02059,"1.1518889595130067e+18",34896.2633914028,1217749198.68216,6541.0107220385,42784821.2658226,5.86997950579205,34.4566593984187,1076371438.46866,"1.1585754735510925e+18",34784.8404212716,1209985123.13333,3464269379.93341,"1.2001162336744215e+19",935.352044002844,874883.446220298,2620.0358863405,6864588.04571205,2866822141.17869,"8.218669189152369e+18",7351039146.32605,"5.4037776530818015e+19",455667191.637185,"2.0763258953451907e+17",3460366980.58128,"1.1974139640297206e+19",468.386590798131,219385.998439496,17222290731.5721,"2.9660729804279434e+20",211596.192885119,44772948843.4765,542272.68879764,294059669015.822
"stress-ng --cpu 1 --cpu-method int64double --timeout 10s",9.57,1882638572.69285,"3.544327995390972e+18",938368660.583777,"8.805357431657916e+17",71035.3975241332,5046027701.41163,100.912758829978,10183.3848946773,28.7041454093846,823.927963683095,23.3552788978128,545.46905239462,0.795231949777746,0.632393853947316,1562822832.95725,"2.442415207212525e+18",97.9122912004744,9586.8167681265,778963620.81335,"6.067843225506445e+17",66.2577995623195,4390.09600284051,8131.8707563578,66127321.9981072,1074530321.0836,"1.1546154109280246e+18",138881.60282031,19288099601.9383,11287.7632699235,127413599.637834,3.27537270597338,10.7280663630354,1070557268.80575,"1.1460928657928269e+18",312681.911811044,97769977973.8095,3469454687.56243,"1.2037115829048918e+19",928.637976255985,862368.490944811,2599.43302620098,6757052.05770438,2872384309.07335,"8.250591619010786e+18",8671918410.09923,"7.520216891141795e+19",778325802.888391,"6.057910554418586e+17",3468565377.17028,"1.2030945775704406e+19",471.751230548907,222549.223524408,20755776622.2907,"4.308022631944291e+20",244364581.379765,"5.971404863290779e+16",524671.89492787,275280597327.202
"stress-ng --cpu 1 --cpu-method int64longdouble --timeout 10s",9.55,1229472903.07022,"1.5116036193839145e+18",535099882.819456,"2.8633188459339552e+17",73264.4639190815,5367681673.3504,194.297917969601,37751.6809273218,54.4624223969506,2966.15545334387,5.36467314771265,28.7797179817892,1.69017492817728,2.85669128783907,1233195466.8865,"1.5207710595494124e+18",257.73092547327,66425.2299453083,536719613.52992,"2.8806794354770666e+17",109.481593062217,11986.2192194409,15291.1120120943,233818106.566415,1088363821.42927,"1.184535807796124e+18",9673063.49062587,93568157293679.1,16349.6957988951,267312552.716408,-0.301494200123373,-0.301494200123373,1229759474.05891,"1.5123083640376466e+18",10880461.0816382,118384433349044,3466845681.12519,"1.201901897673638e+19",1019.36985976222,1039114.91099165,2518.55149313185,6343101.62355667,2870321378.67984,"8.238744816906538e+18",6921252154.98271,"4.79037313928528e+19",536709921.489268,"2.8805753982501622e+17",3469523732.70568,"1.2037594931807955e+19",525.906614996837,276577.767697431,17174783002.5805,"2.9497317118572803e+20",1818519122.20636,"3.3070117978301906e+18",1280056856.38645,"1.6385455555819607e+18"
"stress-ng --cpu 1 --cpu-method int32float --timeout 10s",9.505,1033505656.32944,"1.0681339416649466e+18",556490658.844916,"3.0968185338164864e+17",38628.4144665533,1492154404.19982,92.0649313245611,8475.95157979615,43.8537931123537,1923.15517034112,30.1373476696503,908.259724561376,0.397887412711415,0.158314393194184,1031374735.87201,"1.0637338457950584e+18",84.3537128489484,7115.54887140284,555342868.097005,"3.084057011462075e+17",65.0350431586503,4229.55683864751,2613.65226875457,6831178.18196591,1303894221.69608,"1.7001401413724262e+18",44602.0898297664,1989346417.18255,6083.45971777083,37008482.1377404,-0.101200258607932,-0.101200258607932,1309767450.86771,"1.7154907753524995e+18",55085.7265162455,3034437265.82259,3465021136.73182,"1.2006371477998275e+19",1061.45759799974,1126692.23235138,2628.56405062857,6909348.96825688,2975098309.72676,"8.851209952539023e+18",7133310342.04858,"5.088411643597723e+19",460492467.767345,"2.120533128704593e+17",3468610318.93869,"1.2031257544647963e+19",491.854474597001,241920.824181092,17198307852.9153,"2.95781793003648e+20",209735.26516103,43988881452.1676,528933.678815235,279770836585.018
"stress-ng --cpu 1 --cpu-method int32double --timeout 10s",9.54,1560299174.62811,"2.434533514345161e+18",777705722.215415,"6.048261903666002e+17",84242.3128246389,7096767270.04432,118.084353760935,13943.9146031376,35.4856245539451,1259.22954998355,20.5822142139317,423.627541948172,0.994472306012942,0.988975167426699,1562370281.77856,"2.4410008973848166e+18",117.970860768923,13917.1239905606,778738281.228532,"6.064333106507681e+17",71.3290676312424,5087.83588914235,27249.4161227697,742530679.031861,1068404500.49437,"1.1414881766766243e+18",337009.876066386,113575656566.281,12671.1120050373,160557079.4442,3.87463328214828,15.0127830711312,1071910407.42058,"1.1489919215365539e+18",278943.61319435,77809539341.9191,3462726090.78531,"1.1990471979805313e+19",1014.44313153874,1029094.86712613,2449.92582484308,6002136.54723305,3459984610.77484,"1.1971493506798721e+19",10311811554.5984,"1.0633345753754907e+20",939422152.941716,"8.825139814376488e+17",3463760120.67711,"1.1997634173593108e+19",499.716350647487,249716.431104442,17188555643.4682,"2.9544644510860254e+20",135013376.98117,"1.8228611963859524e+16",510656.153344093,260769706948.186
"stress-ng --cpu 1 --cpu-method int32longdouble --timeout 10s",9.66,1451645843.58625,"2.1072756552012357e+18",631792752.40298,"3.991620819889332e+17",83766.3443236826,7016800441.35375,220.28714839526,48526.4277481153,20.6250625890264,425.393206801256,9.92585998766996,98.5226964948275,3.67513583670051,13.5066234182004,1488516562.66557,"2.215681557329724e+18",208.985965765156,43675.133886795,647839409.875687,"4.196959009880784e+17",86.0654027695478,7407.25355388449,50055.6238810551,2505565482.12165,1089232090.41541,"1.186426546790724e+18",9444380.3655643,89196320489456.5,23093.029718048,533288021.558648,4.56774258694132,20.8642723405574,1093273420.42347,"1.1952467718044334e+18",9469052.05802608,89662946877607.9,3463018731.45673,"1.1992498734420179e+19",980.140574600831,960675.545978847,2671.70265771261,7137995.09122862,3460460856.27424,"1.1974789337806246e+19",6900393571.4069,"4.761543144031368e+19",536114045.039663,"2.8741826928878982e+17",3467873266.78442,"1.2026144994478045e+19",527.468508467986,278223.027425442,17176258259.3164,"2.9502384779073487e+20",1886026349.29016,"3.5570953902167685e+18",1280171449.42988,"1.6388389399353997e+18"
"stress-ng --cpu 1 --cpu-method intconversion --timeout 10s",7.605,117557.311604669,13819721511.7172,79866.3296605381,6378630613.44575,29089.1355803758,846177808.813485,210.94897522911,44499.4701502117,8.13594901330833,66.1936663471528,9.94042324777048,98.8120143448158,2.8837605992617,8.3160751938542,117902.308120425,13900954260.1236,85.316905669603,7278.97439303594,80256.5458446014,6441113150.90661,62.9940529672139,3968.25070923615,309.722716718132,95928.1612512602,76871965.852453,5909299134020699,3809.44112436633,14511841.6800134,4958.52686814795,24586988.7021451,-0.200505368857571,-0.200505368857571,88990387.3086418,7919289033342077,3977.42218659008,15819887.250379,3461726375.71068,"1.1983549500291e+19",1014.09427538588,1028387.19937041,2531.30161749345,6407487.87872496,3458823775.41473,"1.1963461909374208e+19",4386435516.43727,"1.9240816539862303e+19",80500.5380459326,6480336625.68464,3472911018.552,"1.206111094277989e+19",482.720852138988,233019.421089791,18169140128.5674,"3.3011765301151826e+20",208521.621418484,43481266598.9936,517906.283550268,268226918540.851
"stress-ng --cpu 1 --cpu-method ipv4checksum --timeout 10s",9.61,1338707565.85622,"1.7921379468806856e+18",177503531.275827,"3.1507503615388492e+16",27325.2715515188,746670465.364243,117.398614281615,13782.4346352434,12.9793354343388,168.463148317083,21.3507684689544,455.855314214897,3.37745562798368,11.4072065189986,1614471295.33174,"2.6065175634501463e+18",85.8001250624632,7361.66146073432,214059635.957754,"4.582152774636616e+16",63.944282999894,4088.87132837053,416.616702403648,173569.47672169,1843209329.70832,"3.397420633123794e+18",41568421.1163947,1.72793363410993E+015,4578.6911487343,20964412.6354978,-0.898099230673373,-0.898099230673373,1851661683.99948,"3.42865099199179e+18",40211572.9733285,1.61697060098932E+015,3471990431.34657,"1.2054717555362142e+19",928.743205394861,862563.941567121,2511.14343920693,6305841.37227201,3326593488.17478,"1.106622423556685e+19",15945679184.7134,"2.542646846618022e+20",212336543.530788,"4.508680771860223e+16",3466375729.18228,"1.2015760695863984e+19",498.245810748803,248248.887928732,17231931930.6304,"2.969394780618796e+20",2973253046.29739,"8.840233677316709e+18",608615541.972034,"3.7041287792991264e+17"
"stress-ng --cpu 1 --cpu-method jmp --timeout 10s",8.64,1432777607.90408,"2.0528516737113375e+18",2863634665.97212,"8.200403500157255e+18",27240.8566326787,742064270.082155,167.054901887631,27907.340244686,44.4204222046244,1973.17390883709,13.0200711829689,169.522253609577,1.988428648639,3.95384849072832,1435551420.27082,"2.0608078802415683e+18",77.7291980860381,6041.82823509855,2869179277.03465,"8.232189723765076e+18",55.4195430916482,3071.32575648705,499.190979742315,249191.634256092,2266610687.73477,"5.137524009753486e+18",121488.862914075,14759543812.1549,4552.90254569709,20728921.590615,-1.29515582915849,-1.29515582915849,2275206969.29445,"5.176566753126035e+18",121848.614314148,14847084810.278,3464632810.26247,"1.2003680509947218e+19",962.634743536379,926665.64946335,2554.50500484627,6525495.81978464,2868530951.0768,"8.22846981728557e+18",12538822608.9289,"1.5722207241818653e+20",2865979475.10338,"8.213838351713846e+18",3462690207.76686,"1.19902234749645e+19",496.200764830076,246215.199017952,17221984359.9398,"2.965967452940111e+20",206730.470785815,42737487551.3247,505009.273882275,255034366707.103
"stress-ng --cpu 1 --cpu-method lfsr32 --timeout 10s",7.52,521731.89135743,272204166459.401,355829.412532004,126614570822.871,26799.2393964614,718199232.228849,70.5629412028777,4979.12867120078,54.9854746214585,3023.40241934706,21.1817215228264,448.665326670567,0,0,522010.784927253,272495259580.367,77.9300603897491,6073.09431234994,356025.124301607,126753889133.975,64.6316436968704,4177.24936695921,123.745659214266,15312.9881743733,88205549.9940674,7780219049755924,45097.1337262261,2033751470.32112,4524.64021778319,20472369.1003811,4.56856110701836,20.8717505885608,88344481.3383273,7804747382938061,45025.0492776509,2027255062.45489,3463588997.42927,"1.1996448743113095e+19",929.576344534637,864112.180318378,2650.02169926338,7022615.00656677,2867614894.4554,"8.223215182902455e+18",4400122815.2237,"1.9361080789052133e+19",356412.520233253,127029884579.019,3468443474.43361,"1.2030100135341093e+19",488.714954437003,238842.306690362,17199454946.5609,"2.958212504587783e+20",207203.173983144,42933155308.689,514222.353425687,264424628762.652
"stress-ng --cpu 1 --cpu-method ln2 --timeout 10s",8.47,635833634.343703,"4.0428441056272186e+17",635295711.399813,"4.0360064092299456e+17",27055.4605089791,731997943.352928,75.565292147426,5710.11337732584,39.8803752162387,1590.44432738799,32.727157962453,1071.06686829935,0.397926879120089,0.158345801126254,637015366.011165,"4.0578857653433856e+17",75.6860479308255,5728.37785138721,636476640.07359,"4.051025133593663e+17",60.2176693679042,3626.16770410223,150.925709036443,22778.5696481531,159995500.043859,"2.559856003428449e+16",102449.553381683,10495910988.1063,5459.37373114805,29804761.5363494,-0.400609368907877,-0.400609368907877,159624127.869175,"2.547986219799473e+16",102306.418911619,10466603350.5197,3469822818.18775,"1.2039670389616378e+19",1000.48068647861,1000961.60401671,2484.50075484842,6172744.00084237,2872798242.87299,"8.252969744254139e+18",3814096400.24042,"1.454733135032693e+19",635679838.672954,"4.0408885729527277e+17",3464882154.14503,"1.2005408342112705e+19",484.105971063506,234358.59121934,17235478612.1149,"2.970617229886701e+20",211560.889100479,44758009796.9852,549832.502268956,302315780551.342
"stress-ng --cpu 1 --cpu-method logmap --timeout 10s",7.465,325881.734024467,106198904570.793,191629.738836104,36721956806.3934,27151.0711251982,737180663.245571,191.100593363001,36519.4367836911,36.6625093213115,1344.13958973525,8.54542961447162,73.0243672958886,2.58480547740701,6.68121935603328,326141.840252551,106368499963.321,81.2948536280377,6608.85322640407,191953.489163463,36846142002.0277,58.7536979142754,3451.99701860193,114.839196562425,13188.0410671033,39925859.0467548,1594074220621332,21699.6434448298,470874525.632745,5803.89747284154,33685225.8752564,2.48252562863278,6.16293349681858,39993221.0870257,1.59945773291572E+015,21481.4092769185,461450944.52248,3466099680.56523,"1.2013846995614388e+19",979.490069997132,959400.797222987,2530.81922008453,6405045.92474927,2869597795.81252,"8.234591509732073e+18",1947869370.33306,"3.7941950838817116e+18",191534.295684686,36685386423.4287,3465389821.20353,"1.2008926612901032e+19",503.878330226081,253893.371671424,17246610050.7546,"2.974455582427896e+20",207811.400383746,43185578129.4536,508765.932554719,258842774128.273
"stress-ng --cpu 1 --cpu-method longdouble --timeout 10s",9.585,1317187964.13664,"1.7349841328664266e+18",561834662.032542,"3.156581874612207e+17",63182.6598260424,3992048502.69339,312.067353732201,97386.0332654187,41.0640604798417,1686.2570630921,10.4408405627771,109.011151657332,1.39249392606615,1.93903933413112,1317954050.73013,"1.737002879835958e+18",236.902388317525,56122.7415905474,562162388.952134,"3.160265515523704e+17",97.9279534467311,9589.88406626513,1261.88089828458,1592343.4014555,1013374377.08882,"1.0269276281401539e+18",2542155.41663075,6462554162305.06,23403.4524463719,547721586.409591,4.16649493545274,17.3596800471533,1015086775.47255,"1.0304011617392593e+18",2561993.05968756,6563808437887.23,3458640284.62002,"1.1962192618396453e+19",967.85916238285,936751.358208432,2760.36426938423,7619610.89969313,2863388374.34865,"8.198992982355004e+18",6479775906.25898,"4.198749579533438e+19",562083327.947937,"3.159376675570281e+17",3467818903.6495,"1.202576794850882e+19",509.911384611173,260009.620156084,17197141768.6813,"2.95741685012123e+20",876831343.89251,"7.688332056323452e+17",405114255.078105,"1.641175596674879e+17"
"stress-ng --cpu 1 --cpu-method loop --timeout 10s",8.425,1882856810.01516,"3.5451497670204646e+18",941552323.035706,"8.865207770139346e+17",24614.2336294584,605860497.165561,188.104681347836,35383.3711449709,13.0349582163871,169.910135702958,7.06610175537749,49.9297940173489,3.58320517804249,12.8393593479505,1562749292.9112,"2.442185352494456e+18",81.4253291737764,6630.08423105784,781479018.990958,"6.107094571230701e+17",62.4867570273342,3904.5948037931,141.284928907744,19961.4311364663,392223784.574712,"1.5383949718611008e+17",25970.7094242071,674477747.996599,4053.71862186269,16432634.6652363,4.27683993625872,18.2913598403775,391947164.213269,"1.5362257953482326e+17",26044.4269519304,678312175.254439,3462730279.30791,"1.1990500987235836e+19",1081.72280814636,1170124.23366405,2500.57338612278,6252867.25938555,2865617070.00331,"8.211761191894356e+18",3924069544.0273,"1.5398321786362622e+19",784807942.451509,"6.15923506534971e+17",3469199697.88475,"1.203534654380364e+19",447.02346133586,199829.974984693,17197521310.8179,"2.957547392360359e+20",208924.094581498,43649277296.6987,528808.027431008,279637929875.474
"stress-ng --cpu 1 --cpu-method matrixprod --timeout 10s",11.23,1864933136.36394,"3.477975603108242e+18",35922962.8071716,1290459256845434,28754.1906323407,826803478.92099,1288.25620994688,1659604.0624667,141.576249145751,20043.8343221798,1761.65692842404,3103435.13346442,14.1107898702833,199.11439076329,1776420528.45298,"3.155669893909165e+18",90.0623538412581,8111.22757942798,34221195.9931941,1.1710902552046E+015,199.982139179133,39992.8559906621,285.576941131036,81554.1893057592,935198413.954859,"8.745960734636838e+17",7244413.94936218,52481533469713.3,919508225.277957,"8.454953763538181e+17",3.67469010592977,13.5033473746181,926656567.236221,"8.586923936020169e+17",7178360.55473092,51528860253716.8,3470008515.12576,"1.2040959095045282e+19",1091.50666105274,1191386.7911225,10004.1789621342,100083596.706409,3466935613.62407,"1.2019642549014909e+19",7322279957.79747,"5.361578378036252e+19",34191274.5808501,1.16904325746309E+015,3461299345.38647,"1.1980593158372805e+19",474.818776990633,225452.87098288,19799346747.6318,"3.92014131632958e+20",543667157.8011,"2.955739784715262e+17",776878110.613876,"6.035395987509857e+17"
"stress-ng --cpu 1 --cpu-method nsqrt --timeout 10s",8.475,6870189.14514951,47199498890130.2,6343938.75988701,40245558989196.7,27234.4549115481,741715534.329146,227.572622962637,51789.2987220945,36.7963051871653,1353.96807542701,4.8722557333273,23.7388759309407,1.29325895233836,1.67251871780331,6887611.19460384,47439187968032.1,79.2463761485655,6279.98813267993,6360189.4501381,40452009841648,64.0512314504241,4102.5602503158,150.446064815429,22634.0184184483,974025540.746815,"9.487257540271252e+17",17536.9880708744,307545950.597991,5451.33136082785,29717013.6055452,4.07862898229137,16.6352143751871,977970232.796813,"9.564257762366527e+17",20611.4492952014,424831842.048658,3460487615.40408,"1.1974974536365015e+19",910.772447276912,829506.450718775,2593.81534120492,6727878.02427,3457823244.47784,"1.1956541590051256e+19",6324153058.2571,"3.9994911904262636e+19",7668473.56482143,58805486814365.1,3470925047.01741,"1.204732068201281e+19",529.878592627501,280771.322924901,17206568973.2208,"2.960660158302046e+20",209631.431461909,43945337056.7691,536650.483011398,287993740916.367
"stress-ng --cpu 1 --cpu-method omega --timeout 10s",8.47,136334920.971402,"1.8587210676278424e+16",64687217.4310316,4.18443609896956E+015,25668.110549161,658851899.16395,174.880495990045,30583.1878777241,40.3857110069967,1631.00565354065,8.05726837151678,64.9195736106447,0,0,164200081.118554,"2.696166663933971e+16",84.271015698589,7101.60408687183,77906511.0834077,6069424469189127,56.760944343248,3221.8048027373,371.250600020116,137827.008015296,145160960.976651,"2.10717045916648e+16",68223.6588749762,4654467630.28912,5844.01351201523,34152493.9286166,3.37977353425768,11.4228691428686,144913177.371421,"2.099982897588093e+16",68889.2380494518,4745727119.03404,3467892671.98159,"1.202627958438361e+19",1012.99071830798,1026150.19537812,2468.40046045,6093000.83314977,2871256424.41179,"8.244113454725976e+18",1058803269.24034,"1.1210643629540319e+18",72068024.3842965,5193800138655556,3458854278.31557,"1.1963672918621921e+19",492.505108965347,242561.282356968,17216785319.0167,"2.96417696721109e+20",675303555.69783,"4.5603489233813216e+17",1215681774.64198,"1.4778821771966738e+18"
"stress-ng --cpu 1 --cpu-method parity --timeout 10s",8.56,479704.015520427,230115942506.422,281202.047948604,79074591770.489,24909.5582759913,620486093.505007,217.948102826874,47501.3755258336,14.5928298537417,212.950683140255,5.56312935113583,30.948408177469,3.67844913045701,13.5309880053599,474038.63469936,224712627187.633,78.1876327473261,6113.30591463074,277906.061135616,77231778815.9127,58.936461594926,3473.50650533019,92.8620585943824,8623.36192638651,1885852225.70937,"3.5564386172129843e+18",7302377.20988596,53324712915461.9,3970.70776181662,15766520.1297508,-0.103592771955024,-0.103592771955024,1839897378.14432,"3.3852223621023427e+18",6596841.1109728,43518312643420.9,3458837775.60954,"1.1963558757983551e+19",958.626320709563,918964.422757154,2526.64560976201,6383938.03732964,2863531307.11733,"8.199811546841085e+18",8688210627.00072,"7.548500389912823e+19",288495.048569662,83229393049.2116,3465070957.999,"1.2006716743968109e+19",501.784051660733,251787.234501061,17203675534.0343,"2.959664518803304e+20",1025223818.08552,"1.0510838771698515e+18",4452732570.81478,"1.9826827347194802e+19"
"stress-ng --cpu 1 --cpu-method phi --timeout 10s",9.47,306651807.028694,"9.403533075396336e+16",178881777.866312,"3.1998690452612588e+16",27186.502778632,739105933.332565,207.89025066364,43218.3563209911,18.9780458525481,360.166224381418,4.07411087892052,16.5983794537385,4.17686469485654,17.446198679139,306354183.349466,"9.385288565571824e+16",81.1554159451375,6586.20153722828,178707931.581023,"3.19365248099676e+16",62.2073557807922,3869.75511323806,591.708054234954,350118.421446515,3506387670.04257,"1.2294754492626563e+19",2933.14586044113,8603344.63862294,3995.45617312614,15963670.0313718,5.1694106169954,26.7228061271048,3499829905.20134,"1.2248809365341622e+19",4447.64092192313,19781509.7703652,3464053716.12401,"1.1999668148192563e+19",915.466541570786,838078.988735576,2627.471156389,6903604.67765615,2987244404.69622,"8.923629133388874e+18",15684087925.2041,"2.4599061404553304e+20",182120662.352871,"3.3167935655848444e+16",3460268840.54998,"1.1973460448881105e+19",477.987708398409,228472.249379962,17215175943.9887,"2.963622827824873e+20",216101.067446897,46699671351.6883,515327.311854026,265562238342.697
"stress-ng --cpu 1 --cpu-method pi --timeout 10s",8.63,463708539.831891,"2.1502560991302445e+17",310208266.73346,"9.622916874977747e+16",37181.2231206518,1382443352.74769,189.955734509797,36083.1810731565,29.9296861901049,895.786115438156,5.66764677569207,32.1222199740127,1.39266628735333,1.93951938793051,463969084.924755,"2.152673117659145e+17",80.3683684992561,6459.07465523222,310382512.617955,"9.6337304139035e+16",61.4175550574651,3772.11606923676,391.249636278638,153076.277888167,158377491.117598,"2.508342969270483e+16",3931.21696948654,15454466.8611789,7315.84437914374,53521578.9798491,-0.500100093348731,-0.500100093348731,158244709.435259,"2.504138806424955e+16",3352.64965469158,11240259.7071036,3462073474.65487,"1.1985952743908846e+19",978.212066700049,956898.847437581,2645.72626630864,6999867.47623546,2866511367.86239,"8.21688742208431e+18",2553912608.45765,"6.522469611638959e+18",311036461.332885,"9.674368027848328e+16",3471312439.89446,"1.2050010055366031e+19",14497087.439432,210165544226537,17195084936.2811,"2.956709459659213e+20",809301138.979937,"6.549683335542232e+17",2697478340.90009,"7.276389399625103e+18"
"stress-ng --cpu 1 --cpu-method prime --timeout 10s",8.455,100098.161511794,10019641938.0412,60339.385552224,3640841448.81994,23722.0133942712,562733919.477982,174.332390663114,30391.7824343166,41.6166715857105,1731.94735387288,7.54818880175657,56.9751541869633,0.198772985666635,0.0395106998308283,100346.431200491,10069406254.6749,75.1205128331012,5643.09144830812,60588.9293231192,3671018356.52193,64.5140225787363,4162.0591092897,117.053417180777,13701.502473697,763783524.269276,"5.833652719451958e+17",14123052.6455368,199460616028604,4321.18572677949,18672646.0853228,-0.39961096506652,-0.39961096506652,915846145.133368,"8.387741615556502e+17",18248268.6484891,332999308667430,3470265277.1761,"1.2042741093974112e+19",968.46531674402,937925.069736095,2317.13906687509,5369133.45523876,2873261089.57957,"8.255629288891977e+18",3964352749.57798,"1.571609272308649e+19",59791.6121345358,3575036881.64677,3458996651.49418,"1.196465783504795e+19",496.586692634196,246598.34330137,17234712049.9377,"2.970352994442677e+20",2568244157.98316,"6.59587805501463e+18",541153582.945251,"2.928472003344826e+17"
"stress-ng --cpu 1 --cpu-method psi --timeout 10s",8.515,54024483.4054205,2.91864480722255E+015,29472779.118999,868644708997304,31713.334112558,1005735560.53474,187.834157771745,35281.6708258208,17.5766594837678,308.938958608324,7.15421412130309,51.1827796934525,3.38033118662605,11.4266389312767,53956462.6580971,2911299862574627,77.2698216216118,5970.62533343571,29435664.6604871,866458354004649,63.8614008406024,4078.27851732409,489.592901683274,239701.209378648,951573133.415685,"9.054914282385452e+17",4906576.77758657,24074495674351.8,5196.07610688114,26999206.9085011,-0.20113858662376,-0.20113858662376,949044473.639094,"9.00685412944905e+17",4893542.76914452,23946760833446.6,3470467173.8573,"1.2044142404821074e+19",903.451923794596,816225.378608157,2376.52695475639,5647880.36668368,2873389023.24666,"8.256364478914396e+18",7397873222.53906,"5.472852821676045e+19",29449409.1048072,867267696622301,3466630928.73134,"1.2017529996036712e+19",497.928618813123,247932.909433144,17199318539.0053,"2.9581655820617135e+20",1416470393.29313,"2.006388375075994e+18",472594392.984524,"2.2334546028041072e+17"
